file,duration_sec,sampling_rate,dataset,speaker_id,environment,text
librispeech_subset_wav\sample_14.wav,15.02,16000,LibriSpeech,2436,clean,IT'S A TECHNICAL PROBLEM OF THE EXIGENCIES OF INTERSTELLAR NAVIGATION EXPLAIN IT TO THEM GREGG YOU'RE AN EXPERT I WAVED IT AWAY WITH A LAUGH THERE WAS A BRIEF SILENCE I COULD NOT HELP NOTICING SIR ARTHUR CONISTON'S QUEER LOOK
librispeech_subset_wav\sample_15.wav,14.77,16000,LibriSpeech,8108,clean,AND IN THEIR FURY THE WOMEN FELL UPON HIM DEALING BLOW ON BLOW ORPHEUS FELL LIFELESS TO THE GROUND BUT HE WAS NOT TO DIE UNWEPT THE LITTLE BIRDS OF THE FOREST MOURNED FOR HIM EVEN THE STONY ROCKS WEPT
librispeech_subset_wav\sample_16.wav,13.7,16000,LibriSpeech,6078,clean,AND IT IS JUST IN SUCH AN UNLIKELY PLACE AS THIS THAT A MAN'S BEST CHANCE OF FORTUNE COMES TO HIM SOMETIMES AS THE SERVANT SAT THERE THERE CAME TWO RAVENS FLYING AND LIT UPON THE CROSS BEAM OVERHEAD
librispeech_subset_wav\sample_17.wav,12.5,16000,LibriSpeech,445,clean,BY THEIR RANK THOUGHTS MY DEEDS MUST NOT BE SHOWN UNLESS THIS GENERAL EVIL THEY MAINTAIN ALL MEN ARE BAD AND IN THEIR BADNESS REIGN
librispeech_subset_wav\sample_18.wav,16.35,16000,LibriSpeech,1867,clean,THE SAME DISTINCTION BETWEEN THEIR CLOTHES WAS IN THEIR FACES THE FINELY MODELED PRETTINESS OF HER FEATURES AND THE BIG CARELESS CHISELING OF THE FEATURES OF BILL GREGG RONICKY DOONE DID NOT WONDER THAT AFTER HER FIRST FEAR HER GESTURE WAS ONE OF DISDAIN AND SURPRISE
librispeech_subset_wav\sample_19.wav,15.88,16000,LibriSpeech,5104,clean,BUT WHEN THEY REACHED THE SHORE THEY FOUND NO PLACE TO GO IN STEEP BLACK WALLS SHOT UP FROM THE SEA NOTHING GREW ON THEM WHEN THE MEN LOOKED ABOVE THE CLIFFS THEY SAW A LONG LINE OF WHITE CUTTING THE SKY IT IS A LAND OF ICE
librispeech_subset_wav\sample_20.wav,15.54,16000,LibriSpeech,3214,clean,AND THE ENGAGEMENT WOULD HAVE TAKEN PLACE ON THE TWENTY FIFTH IN THE POSITION WE INTENDED AND HAD FORTIFIED BUT AS THE ATTACK ON OUR LEFT FLANK TOOK PLACE IN THE EVENING AFTER THE RETREAT OF OUR REAR GUARD THAT IS IMMEDIATELY AFTER THE FIGHT
librispeech_subset_wav\sample_21.wav,3.79,16000,LibriSpeech,2391,clean,THE EARLY HOUR AT WHICH HOUNDS THEN MET MAY ACCOUNT FOR THIS
librispeech_subset_wav\sample_22.wav,13.12,16000,LibriSpeech,8629,clean,I SAW THE MASTER OF THE HOUSE WITH HIS HEAD SUNK FORWARD ON HIS ARMS ASLEEP THE EXPECTED GUESTS HAD FAILED TO ARRIVE AND HE TIRED OUT WITH WAITING HAD FALLEN INTO A DOZE AT THE BOARD
librispeech_subset_wav\sample_23.wav,10.56,16000,LibriSpeech,7148,clean,IN RIGHT MERRY SORT I LOVE THE ROYAL BULLY AND WILL DRINK HIS HEALTH GLADLY AND MISTRESS ANNE BOLEYN'S TO BOOT AND HE EMPTIED THE HORN
librispeech_subset_wav\sample_24.wav,13.85,16000,LibriSpeech,7078,clean,SO MAKING AN EXCUSE I BADE THEM AU REVOIR AND RETURNED TO MY OWN BOOK LINED DEN UNLOCKING A DRAWER IN MY WRITING TABLE I TOOK OUT A PACKET OF LETTERS THAT STILL EMITTED A STALE ODOUR OF VIOLETS
librispeech_subset_wav\sample_25.wav,4.87,16000,LibriSpeech,8797,clean,RESOURCES OF COAL AND IRON WHICH ARE THE BACKBONE OF COMMERCIAL CIVILIZATION
librispeech_subset_wav\sample_26.wav,13.68,16000,LibriSpeech,1963,clean,WE CAN NO MORE WISH TO RETURN TO A NARROWER SYMPATHY THAN A PAINTER OR A MUSICIAN CAN WISH TO RETURN TO HIS CRUDER MANNER OR A PHILOSOPHER TO HIS LESS COMPLETE FORMULA
librispeech_subset_wav\sample_27.wav,13.52,16000,LibriSpeech,2384,clean,WE THEN WENT TO WORK TO MAKE CLOTHES AFTER THE PATTERN OF THE NETCHELLI ESKIMO AND THE SEWING WENT ON EARLY AND LATE THICK ANORAKS AND THIN ONES HEAVY BREECHES AND LIGHT WINTER STOCKINGS AND SUMMER STOCKINGS
librispeech_subset_wav\sample_28.wav,11.76,16000,LibriSpeech,6437,clean,CONVINCED OF MY ERROR I ACCEPTED HIS CONGRATULATIONS WITH THOSE OF THE OTHER BOYS BLANDLY AND BLINDLY I REMEMBER THAT BINNY WALLACE WANTED TO GIVE ME HIS SILVER PENCIL CASE
librispeech_subset_wav\sample_29.wav,5.08,16000,LibriSpeech,40,clean,THAT I AM NEVER TO HEAR FROM HER PERHAPS NEVER TO SEE HER AGAIN
librispeech_subset_wav\sample_30.wav,12.28,16000,LibriSpeech,8425,clean,HALF COSMOPOLITAN SET OF HIS RATHER WORLDLY MOTHER AND SMART LITTLE SISTERS WHO SPENT THEIR TIME DANCING AND CYCLING WITH YOUNG ITALIAN PRINCES AND DUKES
librispeech_subset_wav\sample_31.wav,15.12,16000,LibriSpeech,1116,clean,IS THE OBJECT OF ONE'S WISHES AS DESIRABLE AS ONE HAD EXPECTED BECAUSE REALITY RARELY MEASURES UP TO IMAGINATION THE FIRST ANSWER IS ALMOST BOUND TO BE NO THIS IS NOT WHAT I EXPECTED AND THE FIRST EMOTION TENDS TO BE DISAPPOINTMENT
librispeech_subset_wav\sample_32.wav,15.86,16000,LibriSpeech,5561,clean,WELL WELL MY LORD SAID PARRY MORE UNEASY AT THE TURN THE CONVERSATION HAD TAKEN THAN AT THE OTHER YOU KNOW RESUMED THE UNKNOWN THAT MY MOTHER AND MY SISTER WHILST ALL THIS IS GOING ON IN HONOR OF THE KING OF FRANCE HAVE NEITHER MONEY NOR BREAD YOU KNOW THAT I MYSELF SHALL BE POOR AND DEGRADED WITHIN A FORTNIGHT
librispeech_subset_wav\sample_33.wav,11.3,16000,LibriSpeech,7302,clean,ARE YOU THEN A COWARD CRIED VILLEFORT IN A CONTEMPTUOUS VOICE BUT I HAVE ALWAYS OBSERVED THAT POISONERS WERE COWARDS CAN YOU BE A COWARD
librispeech_subset_wav\sample_34.wav,3.37,16000,LibriSpeech,5393,clean,WAS IN PROCESS OF REPAVING IT WAS BARRED OFF
librispeech_subset_wav\sample_35.wav,14.88,16000,LibriSpeech,3240,clean,OF THE BRITISH MUSEUM BRISTLING WITH EXCLUSIONISM WRITES THAT SOME OF THESE FISHES WHICH HAD BEEN SENT TO HIM ALIVE WERE VERY YOUNG MINNOWS HE SAYS ON READING THE EVIDENCE IT SEEMS TO ME MOST PROBABLY ONLY A PRACTICAL JOKE
librispeech_subset_wav\sample_36.wav,15.7,16000,LibriSpeech,3168,clean,BUT BESIDES ALL THIS SOMETHING CREAKED THERE WAS A WHIFF OF FRESH AIR AND A NEW WHITE SPHINX APPEARED STANDING AT THE DOOR AND THAT SPHINX HAD THE PALE FACE AND SHINING EYES OF THE VERY NATASHA OF WHOM HE HAD JUST BEEN THINKING
librispeech_subset_wav\sample_37.wav,15.48,16000,LibriSpeech,5049,clean,NOR EVEN A COLLECTION OF HOUSES IT IS THE MEETING PLACE OF TWO TRAILS WHICH JOIN AT THE APEX OF A V THREE MILES FROM THE SEAPORT TOWN OF SIBONEY AND CONTINUE MERGED IN A SINGLE TRAIL TO SANTIAGO
librispeech_subset_wav\sample_38.wav,13.35,16000,LibriSpeech,5049,clean,SO EXCELLENT WAS THE INTELLIGENCE OF THE OFFICERS AND SO READY THE SPIRIT OF THE MEN THAT THEY KEPT AN ALMOST PERFECT ALIGNMENT AS WAS SHOWN WHEN THE FINAL ORDER CAME TO CHARGE IN THE OPEN FIELDS
librispeech_subset_wav\sample_39.wav,14.02,16000,LibriSpeech,887,clean,AND THE DEVELOPMENT OF THAT ELECTRICITY WHICH RAISED SUCH TEMPESTS WITHIN THE BOWELS OF THE EARTH THIS THEORY OF THE PHENOMENA WE HAD WITNESSED SEEMED SATISFACTORY TO ME FOR HOWEVER GREAT AND STUPENDOUS THE PHENOMENA OF NATURE
librispeech_subset_wav\sample_40.wav,14.8,16000,LibriSpeech,2436,clean,THE THIRD PASSENGER HAD EVIDENTLY KEPT OUT OF THE ARGUMENT SNAP INTRODUCED HIM AS RANCE RANKIN AN AMERICAN A QUIET BLOND FELLOW OF THIRTY FIVE OR FORTY I ORDERED MY BREAKFAST AND LET THE ARGUMENT GO ON
librispeech_subset_wav\sample_41.wav,14.79,16000,LibriSpeech,3436,clean,MY MOTHER'S SERVANTS WERE NOT USED TO PLAY WITH ME IN THIS WISE SO THUS WILL I PLAY WITH THEE AND HE THREW AT HIM ONE OF HIS SHARP POINTED STICKS AND IT STRUCK HIM IN THE EYE AND CAME OUT AT THE BACK OF HIS HEAD SO THAT HE FELL DOWN LIFELESS
librispeech_subset_wav\sample_42.wav,5.12,16000,LibriSpeech,839,clean,HERE A HUGE BONEYARD FORMS FROM FISH MOLLUSKS
librispeech_subset_wav\sample_43.wav,14.2,16000,LibriSpeech,1553,clean,AND INTERVIEWED ANY ONE WHO SEEMED OF A COMING ON DISPOSITION EMMA JANE HAD DISPOSED OF THREE SINGLE CAKES REBECCA OF THREE SMALL BOXES FOR A DIFFERENCE IN THEIR ABILITY TO PERSUADE THE PUBLIC WAS CLEARLY DEFINED AT THE START
librispeech_subset_wav\sample_44.wav,15.59,16000,LibriSpeech,8629,clean,SHE WAS TOO GOOD IT'S ALL CALUMNY A WRETCHED LIE BROKE IN UNRESTRAINED EXCITEMENT FROM EVERY PART OF THE LARGE ROOM IN VAIN THE CORONER SMOTE WITH HIS GAVEL IN VAIN THE LOCAL POLICE ENDEAVOURED TO RESTORE ORDER
librispeech_subset_wav\sample_45.wav,15.96,16000,LibriSpeech,2910,clean,SHE HEARD FAR ECHOES OF THE VOICE OF LOVE AND FOUND HIS FOOTSTEPS TRACES EVERYWHERE BUT NEVERMORE THEY MET SINCE DOUBTS AND FEARS THOSE PHANTOM SHAPES THAT HAUNT AND BLIGHT THE EARTH HAD COME TWIXT HER A CHILD OF SIN AND TEARS
librispeech_subset_wav\sample_46.wav,15.24,16000,LibriSpeech,6367,clean,HIS LITTLE BROWN EYED GIRLISH FACED MOTHER HE HAD LIVED ON THE HOMESTEAD UNTIL HE WAS TWENTY HE HAD TILLED THE BROAD FIELDS AND GONE IN AND OUT AMONG THE PEOPLE AND THEIR LIFE HAD BEEN HIS LIFE BUT HIS HEART WAS NOT IN HIS WORK
librispeech_subset_wav\sample_47.wav,14.6,16000,LibriSpeech,150,clean,I CONTENT MYSELF WITH SENDING THERE FOR SALE THE FRUITS OF THE GARDEN WHICH I CULTIVATE HAVING SAID THESE WORDS HE INVITED THE STRANGERS INTO HIS HOUSE HIS TWO SONS AND TWO DAUGHTERS PRESENTED THEM WITH SEVERAL SORTS OF SHERBET WHICH THEY MADE THEMSELVES
librispeech_subset_wav\sample_48.wav,11.21,16000,LibriSpeech,8051,clean,AND IN MAKING AN EFFORT TO REACH CANADA HE WAS QUITE WILLING TO SUFFER MANY THINGS SO THE FIRST CHANCE CHARLES GOT HE STARTED AND PROVIDENCE SMILED UPON HIS RESOLUTION
librispeech_subset_wav\sample_49.wav,14.11,16000,LibriSpeech,3983,clean,I SHOULD HAVE PREMISED THAT I HAVE NOT YET TOLD MAMMA IT IS RICHARD HIMSELF WHO IS HERE BUT THAT HE HAS SENT A MESSENGER TO BEG FOR THIS MONEY WOULD IT BE ADVISABLE TO ACQUAINT HER WHY SHOULD YOU NOT I THINK YOU OUGHT TO DO SO THEN I WILL
librispeech_subset_wav\sample_50.wav,13.27,16000,LibriSpeech,248,clean,THE ARCHERY CLUB AND INVITATIONS TO DINE WITH THE ARROWPOINTS AS THE HIGHEST LIGHTS IN HER SCENERY WAS NOT A POSITION THAT SEEMED TO OFFER REMARKABLE CHANCES BUT GWENDOLEN'S CONFIDENCE LAY CHIEFLY IN HERSELF
librispeech_subset_wav\sample_51.wav,15.62,16000,LibriSpeech,3879,clean,TO ME IT IS ALL ONE TRAGEDY I CANNOT BUT THINK OF THINGS AS THEY WERE TWO OR THREE YEARS SINCE MY FATHER AND MY HUSBAND WERE BOTH IN THE CABINET AND YOU YOUNG AS YOU WERE STOOD BUT ONE STEP BELOW IT OSWALD WAS OUT IN THE COLD HE WAS VERY POOR
librispeech_subset_wav\sample_52.wav,8.04,16000,LibriSpeech,4051,clean,ANNA IS THIS YOU SAID ALEXEY ALEXANDROVITCH QUIETLY MAKING AN EFFORT OVER HIMSELF AND RESTRAINING THE MOTION OF HIS FINGERS
librispeech_subset_wav\sample_53.wav,14.25,16000,LibriSpeech,2436,clean,AND IT TOOK ONLY A FEW MINUTES EVERY TWELVE HOURS I HAD A MOMENT WITH CARTER IN THE ISOLATION OF HIS CHART ROOM THIS VOYAGE GREGG I'M GETTING LIKE YOU TOO FANCIFUL WE'VE A NORMAL GROUP OF PASSENGERS APPARENTLY
librispeech_subset_wav\sample_54.wav,16.09,16000,LibriSpeech,6818,clean,DID NOT LEAVE SOME OF HIS LITERATURE AT EVERY DWELLING IN THE DISTRICT HIS TIRADE AGAINST THE GIRLS WAS NEITHER CONVINCING NOR IN GOOD TASTE HE ASKED THE VOTERS IF THEY WERE WILLING TO SUBMIT TO PETTICOAT GOVERNMENT AND PERMIT A
librispeech_subset_wav\sample_55.wav,15.22,16000,LibriSpeech,4481,clean,NOT YET HE SAID I'D FORGOTTEN TO MENTION IT TO THEM FOR MY PART CONTINUED THE GIRL I CAN GET READY IN A WEEK EASILY BUT BETH IS WAY OUT IN OHIO AND WE DON'T KNOW WHETHER SHE CAN GO OR NOT I'LL TELEGRAPH HER AND FIND OUT SAID UNCLE JOHN
librispeech_subset_wav\sample_56.wav,4.16,16000,LibriSpeech,1040,clean,TRYING TO IMITATE PETER'S CROW NO IT WASN'T JANE SAID GRAVELY
librispeech_subset_wav\sample_57.wav,15.24,16000,LibriSpeech,248,clean,SHE FELT WELL EQUIPPED FOR THE MASTERY OF LIFE WITH REGARD TO MUCH IN HER LOT HITHERTO SHE HELD HERSELF RATHER HARDLY DEALT WITH BUT AS TO HER EDUCATION SHE WOULD HAVE ADMITTED THAT IT HAD LEFT HER UNDER NO DISADVANTAGES
librispeech_subset_wav\sample_58.wav,14.58,16000,LibriSpeech,196,clean,SHE WAS OWNED BY A CHINAMAN CHARTERED BY AN ARAB AND COMMANDED BY A SORT OF RENEGADE NEW SOUTH WALES GERMAN VERY ANXIOUS TO CURSE PUBLICLY HIS NATIVE COUNTRY BUT WHO APPARENTLY ON THE STRENGTH OF BISMARCK'S VICTORIOUS POLICY
librispeech_subset_wav\sample_59.wav,4.14,16000,LibriSpeech,211,clean,WHO WAS WAITING FOR THEM ALREADY INFORMED OF THIS FRESH DISTURBANCE
librispeech_subset_wav\sample_60.wav,4.16,16000,LibriSpeech,730,clean,AND I WITHDREW FROM THE WINDOW UNABLE TO BEAR THESE EMOTIONS
librispeech_subset_wav\sample_61.wav,15.68,16000,LibriSpeech,5688,clean,BY VIRTUE OF THE MENSTRUAL PROCESS WITH THE NATURAL OR SUPERNATURAL POWERS OF THE WORLD EVERYWHERE MENSTRUATING WOMEN ARE SUPPOSED TO BE POSSESSED BY SPIRITS AND CHARGED WITH MYSTERIOUS FORCES IT IS AT THIS POINT THAT A SERIOUS MISCONCEPTION
librispeech_subset_wav\sample_62.wav,9.37,16000,LibriSpeech,289,clean,THAT THEY HAVE BEEN RELEGATED TO OBLIVION WHILE THE REAL GEMS OF THE COLLECTION WILL DOUBTLESS LIVE AND GROW IN POPULAR FAVOR FOR MANY AGES
librispeech_subset_wav\sample_63.wav,14.91,16000,LibriSpeech,3374,clean,AND YET WITH CALM PRESENCE OF MIND I WATCHED FOR THE SLIGHTEST SIGN OF JOY IN YOU SO THAT NOT ONE SHOULD ESCAPE ME TO IMPAIR THE HARMONY I NOT ONLY ENJOYED BUT I FELT AND ENJOYED
librispeech_subset_wav\sample_64.wav,15.66,16000,LibriSpeech,4853,clean,AND HAULING THE SHEET AFT PUT THE OAR OVER THE STERN AND BROUGHT THE LITTLE CRAFT'S HEAD TO AN EASTERLY COURSE THE DRAUGHT OF AIR WAS EXTREMELY WEAK AND SCARCE FURNISHED IMPULSE ENOUGH TO THE SAIL TO RAISE A BUBBLE ALONGSIDE
librispeech_subset_wav\sample_65.wav,3.95,16000,LibriSpeech,481,clean,ONE COULD SEE THAT BY THE TIME HE WAS THIRTY HE WOULD BE CORPULENT
librispeech_subset_wav\sample_66.wav,15.75,16000,LibriSpeech,1723,clean,FOR REASON TO COMPARE OR JUDGMENT TO DECIDE UPON TO KNOCK A LIMPET FROM THE ROCK DOES NOT REQUIRE EVEN CUNNING THAT LOWEST POWER OF THE MIND THEIR SKILL IN SOME RESPECTS MAY BE COMPARED TO THE INSTINCT OF ANIMALS FOR IT IS NOT IMPROVED BY EXPERIENCE
librispeech_subset_wav\sample_67.wav,6.12,16000,LibriSpeech,3947,clean,ROLLIN WAS SILENT THEN HE WENT ON WITH MORE EMOTION I STILL LOVE HER VIRGINIA
librispeech_subset_wav\sample_68.wav,13.92,16000,LibriSpeech,2764,clean,AND JUDGING BY YOUR NARWHALE'S PERSONALITY IT HATES GROWING MOLDY FROM HANGING OUT TOO LONG IN THE SAME WATERWAYS IT'S BLESSED WITH A TERRIFIC GIFT FOR GETTING AROUND NOW PROFESSOR YOU KNOW EVEN BETTER THAN I THAT NATURE DOESN'T VIOLATE GOOD SENSE
librispeech_subset_wav\sample_69.wav,13.54,16000,LibriSpeech,8088,clean,THE WHITE FIGURE OF THE GIRL SHOT ONWARD THROUGH THE SCARLET FLOOD BLINDED SHE DID NOT SEE THAT THE JUTTING RIBS OF THE ANCIENT SHIP WERE IN HER PATH I SEEMED TO SEE HER CRASH HEAD ON INTO ONE OF THE MASSIVE TIMBERS
librispeech_subset_wav\sample_70.wav,15.45,16000,LibriSpeech,6925,clean,BUT HE MADE HIS WAY DOWN TO THE FORD UNDER THE PALACE WALLS AND STEPPED INTO THE FLOODED WATER INCH BY INCH AND FOOT BY FOOT HE FOUGHT HIS WAY ACROSS NOW NEARLY SWEPT OFF HIS FEET BY SOME SUDDEN SWIRL OR EDDY NOW NARROWLY ESCAPING
librispeech_subset_wav\sample_71.wav,7.29,16000,LibriSpeech,4813,clean,THAT CLEARLY DISTINGUISHES THEM FROM THE INHABITANTS OF LESS PURE DISTRICTS PERHAPS HE WAS RIGHT FOR SURELY HERE
librispeech_subset_wav\sample_72.wav,1.98,16000,LibriSpeech,7402,clean,WHEN THE REJOICINGS WERE OVER
librispeech_subset_wav\sample_73.wav,15.87,16000,LibriSpeech,8095,clean,AND CONSIDERED HIM AS A PRINCE ENGAGED BY INTEREST AS WELL AS INCLINATION TO SUPPORT THEM THAT SO LONG AS THEIR PARTY SUBSISTED CHARLES MIGHT RELY ON THEIR ATTACHMENT AS MUCH AS ON THAT OF HIS OWN SUBJECTS BUT IF THEIR LIBERTIES WERE ONCE RAVISHED FROM THEM
librispeech_subset_wav\sample_74.wav,5.12,16000,LibriSpeech,7078,clean,AND SHE A THIRD RATE ACTRESS WHO HAD AN INGENUE PART AT A STRAND THEATRE
librispeech_subset_wav\sample_75.wav,16.82,16000,LibriSpeech,5339,clean,ONE EVENING AFTER THE SHOP WAS CLOSED WHILE THEY WERE EXAMINING THE GOODS AND COMPARING THE SALES WITH THE ENTRIES IN THE DAY BOOK COULSON SUDDENLY INQUIRED BY THE WAY HESTER DOES THEE KNOW WHERE THE PARCEL OF BEST BANDANAS IS GONE THERE WAS FOUR LEFT AS I'M PRETTY SURE WHEN I SET OFF TO SANDSEND
librispeech_subset_wav\sample_76.wav,6.1,16000,LibriSpeech,1116,clean,THE WIFE MAY BE ALONE PART OF THE DAY AND PROFIT BY IT WHEN JOHN COMES HOME AT NIGHT HE HAS NOT HAD THAT PRIVILEGE
librispeech_subset_wav\sample_77.wav,15.68,16000,LibriSpeech,8468,clean,AND THE NINE BROTHERS AND SISTERS ON HIS LEFT SIDE LOOKING AT HIM OUT OF THEIR RIGHT EYES HE DREW IN HIS HEAD AND HIS TAIL AND HIS LEGS UNTIL ALL THEY COULD SEE WAS HIS ROUNDED UPPER SHELL HIS SHELL SIDE WALLS AND THE YELLOW EDGE OF HIS FLAT LOWER SHELL
librispeech_subset_wav\sample_78.wav,16.18,16000,LibriSpeech,8770,clean,BEGAN IN THE LOG CABIN WHEN HE HAD NO IDEA HE COULD EVER BE EXERCISING HIS LOVING KINDNESS IN THE EXECUTIVE MANSION THE HOME OF THE NATION WITH MALICE TOWARD NONE WITH CHARITY FOR ALL WAS THE RULE OF HIS LIFE
librispeech_subset_wav\sample_79.wav,12.59,16000,LibriSpeech,1355,clean,THAT THE PHYSICIAN ALONE IS CALLED TO ADMINISTER PSYCHOTHERAPEUTIC WORK BUT THAT HE NEEDS A THOROUGH PSYCHOLOGICAL TRAINING BESIDES HIS MEDICAL ONE BUT THE INTEREST OF THE COMMUNITY IS NOT ONLY A NEGATIVE ONE
librispeech_subset_wav\sample_80.wav,14.26,16000,LibriSpeech,445,clean,BUT NOW IS BLACK BEAUTY'S SUCCESSIVE HEIR AND BEAUTY SLANDER'D WITH A BASTARD SHAME FOR SINCE EACH HAND HATH PUT ON NATURE'S POWER FAIRING THE FOUL WITH ART'S FALSE BORROWED FACE
librispeech_subset_wav\sample_81.wav,12.98,16000,LibriSpeech,6454,clean,PATRICK DEASEY DESCRIBED HIMSELF AS A PHILOSOPHER PSYCHOLOGIST AND HUMORIST IT WAS PARTLY BECAUSE PATRICK DELIGHTED IN LONG WORDS AND PARTLY TO EXCUSE HIMSELF
librispeech_subset_wav\sample_82.wav,16.82,16000,LibriSpeech,2182,clean,HE NOTICED THE BROAD SMOOTH WALKS THE GRASSY TERRACE IN FRONT OF THE COUNTESS'S APARTMENTS IN THE DISTANCE THE QUAINT FLOWER BEDS THE YEW TREES TRIMMED INTO ODD SHAPES AND EVEN THE DEAF OLD GARDENER WORKING BARE ARMED IN THE SUNLIGHT AT A FLOWER BED IN THE FAR CORNER BY THE TOOL HOUSE
librispeech_subset_wav\sample_83.wav,14.78,16000,LibriSpeech,4137,clean,PERSONALLY I CAN'T MAKE OUT WHAT SHE SEES IN YOU WHAT IS IT I SHOULD HAVE THOUGHT IT WAS QUITE OBVIOUS SAID UDO WITH DIGNITY WELL CORONEL I THINK PERHAPS YOU ARE RIGHT AND THAT IT'S MY DUTY TO MARRY HER
librispeech_subset_wav\sample_84.wav,15.73,16000,LibriSpeech,2843,clean,TO THE SOUTH EAST NOT MANY MILES AWAY LAY AN IMMENSE MOUNTAIN MASS FROM THIS MASS RIGHT ACROSS OUR COURSE RAN A GREAT ANCIENT GLACIER THE SUN SHONE DOWN UPON IT AND SHOWED US A SURFACE FULL OF HUGE IRREGULARITIES
librispeech_subset_wav\sample_85.wav,3.31,16000,LibriSpeech,118,clean,FROM THE CHEST OF DRAWERS TWO CANDLES THE ONLY LIGHT
